name,Buy-,Sell+,color 1,color 2,size,Miles_Price,source,seasonal_Availability,mannequin_Piece,style,type,villager_Equippable,catalog,filename,unique_Entry_ID
holiday sweater,1800,450,Green,Red,1,640,Able Sisters,All Year,No,Cute,Yes,For sale,TopsTexTopOuterLChristmas0,5382,RznZTtTckEgJ3AAGx
holiday sweater,1800,450,Red,Beige,1,640,Able Sisters,All Year,No,Cute,Yes,For sale,TopsTexTopOuterLChristmas1,7846,4viun9fgQyGDSbiqA
holiday sweater,1800,450,Blue,White,1,640,Able Sisters,All Year,No,Cute,Yes,For sale,TopsTexTopOuterLChristmas2,7847,3TJvppXRWy2r7Kr3A
hula top,1200,300,Red,White,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopTshirtsNHula0,4486,GgQ6tPFbarXThGwCP
hula top,1200,300,Orange,Pink,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopTshirtsNHula1,9444,y9RqAfruFJr5t35RM
hula top,1200,300,Beige,Red,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopTshirtsNHula2,9445,hwGp8dHnsjpjzRzLg
hula top,1200,300,Purple,White,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopTshirtsNHula3,9446,mvTQBbRnQYMuNTv8A
hula top,1200,300,Green,White,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopTshirtsNHula4,9447,JrcQSrzkGFP5p2QFF
humble sweater,1150,287,Purple,Black,1,640,Able Sisters,All Year,Yes,Simple,Yes,For sale,TopsTexTopTshirtsLQuiet0,4792,veYW6Z9NNS4r7AbEA
humble sweater,1150,287,Beige,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLQuiet1,9036,iv4bQGpKzB2Yoie8W
humble sweater,1150,287,Green,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLQuiet2,9037,THYhNYGF2L7M8GZyW
humble sweater,1150,287,Blue,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLQuiet3,9038,gERCebikCosnq2Pb4
kanji tee,640,160,Green,Green,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopTshirtsHKanji0,3575,MDadiJqwWSjsbjDzD
kanji tee,640,160,Pink,Pink,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopTshirtsHKanji1,8424,vY8F4fjbknFzfMkAk
kanji tee,640,160,Blue,Blue,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopTshirtsHKanji2,8425,spkhppakJrk3c88wp
kanji tee,640,160,White,Black,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopTshirtsHKanji3,8426,mHX7WjqhP5ecCg59f
kids' smock,1500,375,Light blue,Red,1,640,Able Sisters,All Year,No,Cute,Yes,For sale,TopsTexTopTshirtsLSmock0,3057,CGmHPTdxWsMGcN57b
kids' smock,1500,375,Light blue,Yellow,1,640,Able Sisters,All Year,No,Cute,Yes,For sale,TopsTexTopTshirtsLSmock1,10897,hDdeojnaDSTFKyazY
kids' smock,1500,375,Light blue,Pink,1,640,Able Sisters,All Year,No,Cute,Yes,For sale,TopsTexTopTshirtsLSmock2,10898,3CziKYWpMATwadRbH
kids' smock,1500,375,Light blue,Green,1,640,Able Sisters,All Year,No,Cute,Yes,For sale,TopsTexTopTshirtsLSmock3,10899,NdBDn4BsCRNn2Yrot
konnichiwa tee,640,160,Green,Green,1,640,Nook Shopping Catalog,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsHHellojp0,12114,BFiTGnMxdhtznTdxm
kung-fu tee,1800,450,Blue,Blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsHKungfu0,2781,sAQrssDRFBF3ecEyu
kung-fu tee,1800,450,White,Gray,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsHKungfu1,9131,P77u6cXpkGpLwMcKD
kung-fu tee,1800,450,Light blue,White,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsHKungfu2,9132,7aczsHR67bo3g9SRK
kung-fu tee,1800,450,Yellow,White,1,640,Able Sisters,All Year,Yes,Active,Yes,For sale,TopsTexTopTshirtsHKungfu3,9133,EHPnyaH7SkJh5jubS
kung-fu tee,1800,450,Green,White,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsHKungfu4,9134,DkwMzKypTjAKSuyKt
kurta,1200,300,Green,Green,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLKuruta0,4519,2JY9YGQAfMADFB7aR
kurta,1200,300,Gray,Gray,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLKuruta1,7581,Cx2ZZgTznJp7mTEBu
kurta,1200,300,Light blue,Light blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLKuruta2,7582,Gey9xkrFjYooKEYBa
kurta,1200,300,Beige,Beige,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLKuruta3,7583,AGCWGsR7LJCim8yZb
Labelle coat,3900,975,Purple,Black,1,640,Labelle,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLKate0,9876,owh2cAR3E99i5SfMp
Labelle coat,3900,975,Black,Black,1,640,Labelle,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLKate1,11721,qnfX2EJ65DuuoobtW
Labelle coat,3900,975,Red,Black,1,640,Labelle,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLKate2,11722,RZ3Jzx2K7a7HF8kQu
Labelle coat,3900,975,Blue,Black,1,640,Labelle,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLKate3,11723,yLsGhxGK3p7TydJXB
Labelle coat,3900,975,Yellow,Black,1,640,Labelle,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLKate4,11724,BvtzdSPWyfiNXKqEQ
Labelle coat,3900,975,Pink,Black,1,640,Labelle,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLKate5,11725,XDhNZvCcchgzR3PAM
Labelle knit shirt,2270,567,Purple,Purple,1,640,Labelle,All Year,No,Cool,Yes,For sale,TopsTexTopTshirtsHKate0,9875,wMYhBAGdqhdw8RSJN
Labelle knit shirt,2270,567,Black,Black,1,640,Labelle,All Year,No,Cool,Yes,For sale,TopsTexTopTshirtsHKate1,11716,243TxXm8WrFGh3EvL
Labelle knit shirt,2270,567,Red,Red,1,640,Labelle,All Year,No,Cool,Yes,For sale,TopsTexTopTshirtsHKate2,11717,QTimoBzaQotpqZqf6
Labelle knit shirt,2270,567,Blue,Blue,1,640,Labelle,All Year,No,Cool,Yes,For sale,TopsTexTopTshirtsHKate3,11718,CPdvmKaZouMuFyZQC
Labelle knit shirt,2270,567,Yellow,Yellow,1,640,Labelle,All Year,No,Cool,Yes,For sale,TopsTexTopTshirtsHKate4,11719,fozG5uG8txXCxfMNa
Labelle knit shirt,2270,567,Pink,Pink,1,640,Labelle,All Year,No,Cool,Yes,For sale,TopsTexTopTshirtsHKate5,11720,dQoBXZeauFd2Dxxjb
lacy shirt,850,212,Black,Black,1,640,Able Sisters,Summer,Yes,Elegant,Yes,For sale,TopsTexTopTshirtsHLace0,3811,ngdhgZrf5ibCcotY4
lacy shirt,850,212,Beige,Beige,1,640,Able Sisters,Summer,No,Elegant,Yes,For sale,TopsTexTopTshirtsHLace1,8581,ETNJpi2kBvNFAR2gx
lacy tank,850,212,White,White,1,640,Able Sisters,Summer,Yes,Cute,Yes,For sale,TopsTexTopTshirtsNCamisolelace0,3239,GY7P6emey7tvkci5S
lacy tank,850,212,Pink,Pink,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisolelace1,8078,vvsTJnfQKritmxXTe
lacy tank,850,212,Yellow,Yellow,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisolelace2,8079,RhNgX6iL6XavQZ7vB
lacy tank,850,212,Green,Green,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisolelace3,8080,wcvhpZpHYkpDAW7Di
lacy tank,850,212,Purple,Purple,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisolelace4,8081,N7c7mmamfbqge9EEi
layered shirt,800,200,Blue,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLLayeredtshirts0,3804,XgmWAFptGfykeiwyP
layered shirt,800,200,White,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLLayeredtshirts1,8549,C5q688gvr7tmQ9Ye7
layered shirt,800,200,Green,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLLayeredtshirts2,8550,XbEBkP6iNpTmYvjKA
layered shirt,800,200,Orange,White,1,640,Able Sisters,All Year,Yes,Simple,Yes,For sale,TopsTexTopTshirtsLLayeredtshirts3,8551,TvK8xSEYKEKFNCTE5
layered tank,800,200,Yellow,Yellow,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisole0,2670,5MkQXkSnBK8TXTvEB
layered tank,800,200,Pink,Pink,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisole1,8068,ngFJJza9MRaMzxKHZ
layered tank,800,200,Orange,Orange,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisole2,8069,H5SANRiEYBiiGXBsH
layered tank,800,200,Blue,Blue,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisole3,8070,ToCmzp2KRcs3qN2kv
layered tank,800,200,Green,Green,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisole4,8071,HCZRcoDM477KFf6dA
layered tank,800,200,Light blue,Light blue,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisole5,8072,wPKNEJiNDu6L5t6iq
layered tank,800,200,Red,Red,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisole6,8073,WpsPWynix5QWDWNGj
layered tank,800,200,Purple,Purple,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNCamisole7,8074,jtouva3G4fndSMT2b
leopard tee,800,200,Yellow,Black,1,640,Able Sisters,Summer,No,Cool,Yes,For sale,TopsTexTopTshirtsHLeopard0,8199,SaXDmHMD76aYdcrCb
leopard tee,800,200,Pink,Black,1,640,Able Sisters,Summer,No,Cool,Yes,For sale,TopsTexTopTshirtsHLeopard1,8302,TcfwJAssNhBb4i2q8
leopard tee,800,200,Green,Black,1,640,Able Sisters,Summer,No,Cool,Yes,For sale,TopsTexTopTshirtsHLeopard2,8303,uZweYv2BnDQKNK8Ex
leopard tee,800,200,Gray,Black,1,640,Able Sisters,Summer,No,Cool,Yes,For sale,TopsTexTopTshirtsHLeopard3,8304,iJMcqCPfFsMiaRTxy
letter jacket,1080,270,Blue,White,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopOuterLStajan0,2401,agXWCLmvcRw3j2ppo
letter jacket,1080,270,Red,White,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopOuterLStajan1,8305,6E7iMEFrGo5PPTxK6
letter jacket,1080,270,Green,White,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopOuterLStajan2,8306,2grYSsrtEiARg7dB8
letter jacket,1080,270,Beige,White,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopOuterLStajan3,8307,FvyosfHK34d8qABY7
madras plaid shirt,1120,280,Green,Orange,1,640,Able Sisters,Summer,Yes,Active,Yes,For sale,TopsTexTopYshirtsHMadras0,4615,5m6LpQ8c53auTu7YP
madras plaid shirt,1120,280,Blue,Orange,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopYshirtsHMadras1,8963,5RPfjoAQpT8N2aQ8u
madras plaid shirt,1120,280,Red,Green,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopYshirtsHMadras2,8964,ZvCch2H7rkW7d5688
madras plaid shirt,1120,280,Purple,Yellow,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopYshirtsHMadras3,8965,tckpxHJM8PCWmEjn2
madras plaid shirt,1120,280,Pink,Light blue,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopYshirtsHMadras4,8966,eBgNDktdqCAyN8Bjk
madras plaid shirt,1120,280,Gray,Orange,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopYshirtsHMadras5,8967,MFArb54JBgYu3wsMb
marble-dots tee,640,160,Black,Colorful,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopTshirtsHMarbledot0,8202,NCS9b92YeqyQZQMG4
marble-dots tee,640,160,White,Colorful,1,640,Able Sisters,Summer,No,Active,Yes,For sale,TopsTexTopTshirtsHMarbledot1,8296,47g4eftZgSiBodWPW
meme shirt,960,240,Purple,Green,1,640,Able Sisters,Summer,No,Cool,Yes,For sale,TopsTexTopTshirtsHMeme0,4717,gaFvwJQhpijd3zZuR
meme shirt,960,240,Blue,Green,1,640,Able Sisters,Summer,No,Cool,Yes,For sale,TopsTexTopTshirtsHMeme1,8430,DkdvdJsAhi8nnJDpg
meme shirt,960,240,Green,Black,1,640,Able Sisters,Summer,No,Cool,Yes,For sale,TopsTexTopTshirtsHMeme2,8431,4fC9koqkAuT6M4noD
meme shirt,960,240,Red,Pink,1,640,Able Sisters,Summer,No,Cool,Yes,For sale,TopsTexTopTshirtsHMeme3,8432,yDc4wQvRqcZjAfMv3
military uniform,3360,840,Red,Black,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLInfantry0,3231,XLKMz3JQgaPctJior
military uniform,3360,840,Blue,Black,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLInfantry1,7449,iNvWEDwZXGyy2Q9SJ
military uniform,3360,840,Green,Black,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLInfantry2,7450,mSqrW7HC2gJfQ3oBm
military uniform,3360,840,White,Black,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLInfantry3,7451,Er5EkMKiN8diJn9pf
misty tee,640,160,Green,Yellow,1,640,Nook Shopping Catalog,All Year,No,Elegant,Yes,For sale,TopsTexTopTshirtsHHaze0,8201,5tXA6eczkfQBeZuy2
mod parka,1680,420,Green,Green,1,640,Able Sisters,Winter,Yes,Simple,Yes,For sale,TopsTexTopCoatLMod0,4422,ipKhcrDonfrQwggRa
mod parka,1680,420,Brown,Brown,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopCoatLMod1,9303,Xpsxdj7qDJg7uiBCi
Mom's hand-knit sweater,1348.395967,88,Orange,Light blue,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopOuterLMother0,8762,gZKjD2pR5EiTKmBJM
Mom's hand-knit sweater,1348.395967,88,Beige,Colorful,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopOuterLMother1,9614,ffv3duiGErC2pmLFQ
Mom's hand-knit sweater,1348.395967,88,Green,Colorful,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopOuterLMother2,12141,C7nmv5RonXp3zjnxe
Mom's hand-knit sweater,1348.395967,88,Yellow,Green,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopOuterLMother3,12142,KcMw3wsigM4PzLxjz
Mom's hand-knit sweater,1348.395967,88,Blue,Brown,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopOuterLMother4,12143,ggDxEA6MJJAAinivi
Mom's hand-knit sweater,1348.395967,88,Blue,Beige,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopOuterLMother5,12144,JbqXEAgHtjjx4yEkB
Mom's hand-knit sweater,1348.395967,88,Red,Colorful,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopOuterLMother6,12145,Zo9WWYKJa963XRChK
Mom's hand-knit sweater,1348.395967,88,Pink,Yellow,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopOuterLMother7,12146,QnFCb8p48gWnpY95s
Mom's handmade apron,1348.395967,88,Orange,Yellow,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopCoatLMother0,8763,WphkPyTj7QAnhfwtn
Mom's handmade apron,1348.395967,88,Gray,White,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopCoatLMother1,9615,to9jhPL7hE376pxWv
Mom's handmade apron,1348.395967,88,Green,White,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopCoatLMother2,12147,oWySjD3y9dKAuvsER
Mom's handmade apron,1348.395967,88,Colorful,White,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopCoatLMother3,12156,THWuCtRhw7dhWwM8F
Mom's handmade apron,1348.395967,88,Pink,White,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopCoatLMother4,12157,fuFcnY4FcDFTdf2B7
Mom's handmade apron,1348.395967,88,Blue,Gray,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopCoatLMother5,12158,6jSvvki6gimkmrb6t
Mom's handmade apron,1348.395967,88,Green,White,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopCoatLMother6,12159,9nmRQaZDmgdi2c5k6
Mom's handmade apron,1348.395967,88,Blue,White,1,640,Mom,All Year,No,Cute,Yes,Not for sale,TopsTexTopCoatLMother7,12160,FqwWDp4pw5hWTM8HC
morning coat,2500,625,Black,Gray,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLMorningcoatBlack,3401,7nsRxYntZ3ERCxcqi
mountain parka,1400,350,Red,Red,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLMountain0,3255,jJSbD4ibmvkeGX7QT
mountain parka,1400,350,Blue,Blue,1,640,Able Sisters,All Year,Yes,Active,Yes,For sale,TopsTexTopYshirtsLMountain1,4155,ZvzkP5mFQGys3n8E7
mountain parka,1400,350,Green,Green,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLMountain2,4156,cSuBSnpM7JSW653c4
mountain parka,1400,350,Black,Black,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLMountain3,4157,MStTkRoPfzSguB2ra
multipurpose vest,1680,420,Beige,Gray,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLMultivest0,4798,iCb5BbT2qptKP6Kpz
multipurpose vest,1680,420,Gray,Light blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLMultivest1,8633,SNBjjZzPTiW2wWvZj
multipurpose vest,1680,420,Green,Beige,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLMultivest2,8634,NbxZwkPKGa5JwEyyi
muscle tank,640,160,Gray,Yellow,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNMuscle0,4267,wLEzEqyPQMh2cg9N2
muscle tank,640,160,Yellow,Black,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNMuscle1,8052,YBHxhC42B5zto4d7X
muscle tank,640,160,Purple,Yellow,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNMuscle2,8053,cmWbjwvucfvJddiKE
muscle tank,640,160,Pink,White,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNMuscle3,8054,RY4XA8JG22wYdQhfk
muscle tank,640,160,Black,Orange,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNMuscle4,8055,DmuytRpavf6mepu9F
muscle tank,640,160,Red,Black,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNMuscle5,8056,yciJDuaJWSdyirFZs
muscle tank,640,160,Green,Black,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNMuscle6,8057,RR5zhank7BYytXek6
muscle tank,640,160,Blue,White,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNMuscle7,8058,LNAnFujbieFnkkmsu
music-fest shirt,1200,300,Black,Yellow,1,640,Able Sisters,All Year,Yes,Active,Yes,For sale,TopsTexTopTshirtsLLive0,5290,NSwQbcYthSHu3kynp
music-fest shirt,1200,300,Red,Blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsLLive1,8410,H3nbziRn3mZ6erL9E
music-fest shirt,1200,300,Purple,Pink,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsLLive2,8411,9oDQ8Ytb4nqgaLFDF
music-fest shirt,1200,300,Light blue,Green,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsLLive3,8412,Z4FnWS58ohr7y9xyR
MVP tee,640,160,White,Blue,1,640,Nook Shopping Catalog,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsHMvp0,6835,MqS8y6MLcwXzvnhCb
ni hao tee,640,160,Pink,White,1,640,Nook Shopping Catalog,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsHHelloch0,12118,CoPYojspx37FcCgb6
nine-ball tee,560,140,Orange,White,1,640,Nook Shopping Catalog,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsHNumberball9,3326,8ZBqZhbRyH4HRdbo6
No. 1 shirt,560,140,Red,Light blue,1,640,Nook Shopping Catalog,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsHOne0,6888,JGTwnNNjjSRijFpuF
No. 2 shirt,560,140,Blue,Red,1,640,Nook Shopping Catalog,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsHTwo0,12036,iu9qYhJbRbjQ2Nbuy
No. 3 shirt,560,140,Green,Orange,1,640,Nook Shopping Catalog,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsHThree0,12037,uZN5bEEowytkwd7pB
No. 4 shirt,560,140,Pink,Red,1,640,Nook Shopping Catalog,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsHFour0,12038,hNhqpPbu4NrdAxCF7
noble coat,4800,1200,Green,Yellow,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLNoble0,3171,f4irdbA7XtybyHJsY
noble coat,4800,1200,Pink,Yellow,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLNoble1,7419,8epM335hNruqWvTdH
noble coat,4800,1200,White,Yellow,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLNoble2,7420,TFy4QnYDGWMo2Frq7
noble coat,4800,1200,Blue,Yellow,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLNoble3,7421,nPxphxRPuTzRTtcr6
noble coat,4800,1200,Black,Yellow,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLNoble4,7422,pfodRRd9WghH8pweM
noble coat,4800,1200,Purple,Yellow,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLNoble5,7423,RomZdt5xAnYSAE4YA
noble coat,4800,1200,Yellow,Yellow,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLNoble6,7424,csYKgB26BRTdy8Xf9
noble coat,4800,1200,Red,Yellow,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopCoatLNoble7,7425,8hM7A9mfL472rQr9K
Nook Inc. aloha shirt,1348.395967,3000,White,Green,1,600,Nook Miles Shop,All Year,No,Simple,Yes,Not for sale,TopsTexTopTshirtsHRco,5626,JWa2JANhbML2ZoSpd
Nook Inc. blouson,1348.395967,4000,Green,Green,1,800,Nook Miles Shop,All Year,No,Simple,Yes,Not for sale,TopsTexTopOuterLRco,5625,3yAwEXCgtLKgxqY3q
Nook Inc. tee,1348.395967,3000,Yellow,Green,1,600,Nook Miles Shop,All Year,No,Simple,Yes,Not for sale,TopsTexTopTshirtsHNook0,9760,NYAF9MhpB9KLAMjzz
nurse's jacket,1500,375,Light blue,Light blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsHNurse0,3350,rADFhF2ELotXRS53a
nurse's jacket,1500,375,White,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsHNurse1,7790,sascmaanGthSqL6bz
nurse's jacket,1500,375,Pink,Pink,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsHNurse2,7791,YtPPsT2rTDG6m4KWt
nylon jacket,1120,280,Black,Black,1,640,Able Sisters,Winter,Yes,Cool,Yes,For sale,TopsTexTopYshirtsLCoach0,4285,tFteZw2B57dzG3hBH
nylon jacket,1120,280,Green,Green,1,640,Able Sisters,Winter,No,Cool,Yes,For sale,TopsTexTopYshirtsLCoach1,8518,potcFpXETr4B7gNMy
nylon jacket,1120,280,Blue,Blue,1,640,Able Sisters,Winter,No,Cool,Yes,For sale,TopsTexTopYshirtsLCoach2,8519,S7Xrdneg33hWj6H4R
nylon jacket,1120,280,Red,Red,1,640,Able Sisters,Winter,No,Cool,Yes,For sale,TopsTexTopYshirtsLCoach3,8520,JvPkymLmcyRCGEkMp
oilskin coat,1400,350,Yellow,Yellow,1,640,Able Sisters,Winter,Yes,Active,Yes,For sale,TopsTexTopCoatLOilskin0,5855,9z2TxmZwEQQ87DyiT
oilskin coat,1400,350,Red,Yellow,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopCoatLOilskin1,9233,zT734Hdr8zGyP5gEn
oilskin coat,1400,350,Gray,Gray,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopCoatLOilskin2,9234,yGntiwwpi4tT7E7ow
OK Motors jacket,1500,375,White,Blue,1,640,Nook Shopping Promotion,All Year,No,Simple,Yes,Not in catalog,TopsTexTopYshirtsHOkmotors0,12425,7N3FmzDyZWdoKMpzJ
old-school jacket,1800,450,Black,Red,1,640,Able Sisters,All Year,Yes,Gorgeous,Yes,For sale,TopsTexTopOuterLRepresent0,5292,jpqP7LhNbv7CkuJjD
old-school jacket,1800,450,Black,Green,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopOuterLRepresent1,7620,C2rj5RuQhrSMddA52
old-school jacket,1800,450,Black,Purple,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopOuterLRepresent2,7621,GxkqGCwj5gBAwJg6D
one-ball tee,560,140,Yellow,White,1,640,Nook Shopping Catalog,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsHNumberball1,3320,NRKaj7yZRNahgeZwH
open-collar shirt,960,240,Red,Red,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLOpencollar0,4715,g8TwY4rnzdv9Q87Wd
open-collar shirt,960,240,Light blue,Light blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLOpencollar1,8521,eDQjNhvpHTLDTgLgq
open-collar shirt,960,240,Green,Green,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLOpencollar2,8522,QW5LhyuRAEKkzkdhs
