num,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties+,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength+,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
12254,13135,0,62,72,58,60,63,49,64,71,72,63,57,63,57,47,55,62,59,51,62,61,57,61,75,72,58,62,62,53,54,48,47,49,63,81,57,58,0,3,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12255,13135,0,62,68,52,65,66,55,43,71,65,55,48,60,51,56,55,66,58,58,69,66,58,64,81,82,57,64,62,51,52,55,58,57,49,50,34,56,0,3,3,0,0,0,0,19,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12256,13135,0,62,69,56,61,62,44,54,69,69,58,56,61,52,53,53,62,59,54,65,57,59,65,55,57,61,63,58,31,50,44,49,46,59,54,56,50,0,3,3,0,0,0,0,19,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12257,13135,0,62,72,54,56,60,58,58,71,73,56,52,62,50,48,56,56,60,45,58,54,52,58,75,61,52,59,59,53,55,61,60,60,66,59,59,52,0,3,3,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12258,13135,0,62,60,50,55,61,59,72,67,54,55,52,45,58,31,43,55,40,44,64,63,43,60,65,64,57,63,52,63,47,58,61,56,64,86,72,57,0,3,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12259,13135,0,62,78,54,55,67,53,63,75,80,51,50,64,55,44,51,42,60,39,61,57,62,68,80,75,52,63,58,47,49,53,56,60,61,78,58,58,0,3,3,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12260,13135,0,62,61,31,40,47,62,68,60,62,25,32,34,28,22,36,27,29,27,54,49,21,40,55,51,54,51,49,61,63,60,65,61,71,66,71,62,0,2,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12261,13135,0,62,49,32,41,40,63,74,50,49,36,33,38,25,23,35,42,31,24,49,43,32,36,38,51,54,41,53,61,61,64,63,61,72,72,81,60,0,3,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12262,13135,0,62,49,26,36,47,63,72,51,47,30,26,31,22,18,28,30,29,21,45,42,27,47,37,34,64,47,53,62,60,65,62,61,72,69,81,55,0,2,2,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12263,13135,0,62,73,46,54,59,56,64,71,75,55,45,46,45,40,49,50,61,35,56,55,42,58,65,62,57,58,52,57,49,55,58,60,63,65,65,61,0,3,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12264,13135,0,62,81,51,53,62,57,61,80,82,58,47,57,58,27,46,48,59,35,58,52,38,64,67,73,54,59,42,57,45,54,64,58,63,66,58,62,0,3,3,0,0,0,0,18,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12265,13135,0,62,58,27,52,48,62,66,59,58,44,25,31,20,20,38,48,57,22,60,50,34,38,55,54,50,60,44,59,66,60,64,59,69,66,70,54,0,2,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12266,13135,0,62,63,61,61,62,29,65,29,30,8,6,46,7,15,15,25,14,11,30,25,12,9,31,28,48,18,38,13,12,12,13,11,54,24,60,26,0,2,1,0,0,0,0,23,0,0,0,0,0,63,61,61,65,62
12267,13135,0,62,55,42,48,52,62,72,54,56,51,30,58,55,32,38,49,27,40,59,59,29,49,55,64,63,54,45,63,61,66,58,59,72,64,78,69,0,2,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12268,13135,0,62,40,49,58,60,57,68,45,36,58,50,48,45,45,54,58,57,37,63,61,42,60,59,56,57,62,59,58,50,55,59,57,55,79,67,59,0,3,2,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12269,13135,0,62,59,36,51,59,62,54,65,54,53,37,36,30,33,44,42,55,35,56,55,38,62,55,69,61,55,45,59,54,58,67,68,53,62,48,57,0,3,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12270,13135,0,62,64,33,54,63,57,57,65,64,55,31,31,29,34,44,58,48,41,60,55,37,62,69,75,58,62,54,56,45,51,65,67,52,69,54,51,0,3,2,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12271,13135,0,62,60,62,47,58,22,66,62,59,64,66,59,61,54,56,49,37,43,55,44,45,57,61,61,62,59,52,16,61,16,21,20,69,63,70,57,0,2,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12272,13135,0,62,69,40,50,53,58,66,68,69,43,15,74,67,34,31,28,61,62,57,45,46,48,62,46,62,56,51,58,63,53,62,58,70,63,65,69,0,3,2,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12273,13135,0,62,70,56,59,63,47,58,69,70,55,57,61,56,49,40,56,57,42,64,59,54,62,66,65,59,64,56,43,58,39,52,50,64,57,57,58,0,3,3,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12274,13135,0,62,74,56,54,67,25,49,77,71,53,57,60,53,53,55,50,53,41,58,52,63,69,70,72,60,64,58,25,32,23,23,26,49,61,49,34,0,3,4,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12275,13135,0,62,73,32,50,52,58,67,70,75,48,33,31,28,27,33,47,52,33,55,51,40,48,58,69,58,51,52,57,50,59,60,63,64,70,67,63,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12276,13135,0,62,73,43,58,59,56,56,75,72,52,40,45,43,44,47,44,62,55,66,61,45,58,75,70,59,55,55,62,45,57,53,57,59,60,55,55,0,3,3,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12277,13135,0,62,54,34,54,50,63,60,57,52,39,26,53,32,28,45,53,42,37,65,60,34,45,56,58,58,53,51,60,55,64,66,62,61,55,60,68,0,3,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12278,13135,0,62,66,39,52,55,61,73,65,67,54,35,46,38,25,46,50,58,27,55,52,40,54,56,56,58,56,55,63,62,60,61,59,73,77,74,65,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12279,13135,0,62,61,26,44,58,63,62,58,63,24,23,36,22,28,35,33,28,24,61,51,28,55,59,60,59,60,59,62,65,62,64,62,67,61,63,60,0,2,2,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12280,13135,0,62,64,41,59,54,57,67,63,64,58,30,50,51,35,48,60,66,36,59,57,64,50,63,61,59,54,59,57,57,57,56,57,66,70,67,65,0,1,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12281,13135,0,62,81,59,53,64,43,62,80,81,55,62,56,58,48,57,50,56,55,55,49,55,67,76,74,55,58,49,44,56,40,42,35,70,65,59,66,0,3,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12282,13135,0,62,69,54,59,62,43,48,70,69,59,55,59,49,47,52,60,62,45,60,59,48,63,62,72,55,62,58,25,38,57,42,40,40,59,42,52,0,3,3,0,0,0,0,34,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12283,13135,0,62,65,60,60,63,51,64,51,52,15,17,45,20,20,15,25,13,11,19,19,10,12,55,39,44,21,39,20,13,12,10,12,65,45,69,17,0,3,1,0,0,0,0,26,0,0,0,0,0,65,60,60,64,63
12284,13135,0,62,63,62,43,58,28,68,60,65,64,65,65,53,52,58,53,28,35,50,33,42,60,52,52,59,58,58,18,66,27,25,20,75,65,77,48,0,3,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12285,13135,0,62,62,41,54,60,61,68,60,64,42,42,42,40,38,34,47,44,44,62,60,50,58,58,64,54,63,68,57,63,60,63,62,72,70,72,54,0,3,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12286,13135,0,62,69,30,48,54,61,65,65,72,26,28,38,26,26,33,36,42,28,58,56,45,50,66,49,60,57,51,62,61,61,62,60,70,62,69,57,0,3,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12287,13135,0,62,50,50,55,60,60,68,51,49,56,44,57,56,36,50,57,46,41,61,59,46,57,59,77,55,61,63,60,55,60,62,60,62,63,70,70,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12288,13135,0,62,68,60,63,64,53,62,72,64,62,58,65,60,56,57,64,60,63,64,62,64,62,73,74,60,63,66,57,42,53,53,52,55,72,56,64,0,4,3,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12289,13135,0,62,84,55,56,62,52,69,86,83,53,52,62,58,48,52,53,60,47,60,49,58,60,84,77,52,60,52,51,40,52,56,52,65,70,66,75,0,3,4,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12290,13135,0,62,65,35,53,50,61,71,68,63,54,27,48,31,33,46,42,61,38,58,57,39,40,69,67,62,52,58,65,54,59,62,60,65,75,67,76,0,3,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12291,13135,0,62,68,40,51,59,59,61,66,69,47,41,45,38,21,39,39,58,49,58,45,44,59,65,59,58,61,44,59,57,60,59,58,65,66,62,50,0,2,2,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12292,13135,0,62,71,59,46,58,17,63,72,70,67,64,59,50,54,56,53,28,34,58,39,44,59,60,58,55,58,54,12,59,11,11,17,75,58,72,45,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12293,13135,0,62,81,53,56,59,55,64,82,80,55,50,62,54,42,54,55,63,61,56,48,59,57,73,74,56,55,53,54,51,55,57,55,71,74,64,49,0,3,3,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12294,13135,0,62,77,64,53,64,27,51,77,77,50,66,69,59,57,58,53,51,50,58,44,63,65,70,71,60,62,58,32,41,21,25,27,54,66,52,30,0,4,3,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12295,13135,0,62,66,61,42,61,20,67,63,69,65,66,58,56,43,64,54,31,32,47,30,40,62,56,49,58,63,55,15,59,19,11,16,76,66,84,25,0,4,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12296,13135,0,62,63,45,58,69,56,59,68,58,50,42,51,48,31,43,54,43,52,69,63,45,69,77,73,64,68,64,53,50,59,59,50,59,65,58,55,0,3,2,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12297,13135,0,62,54,45,58,58,60,65,54,54,53,38,56,46,39,52,54,50,49,66,63,42,57,63,50,63,59,49,58,57,57,64,62,63,55,68,68,0,3,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12298,13135,0,62,62,63,70,62,31,58,33,28,7,6,53,7,5,11,32,13,12,21,20,10,9,31,48,56,10,22,7,13,6,12,11,46,27,46,16,0,3,1,0,0,0,0,23,0,0,0,0,0,62,63,70,58,62
12299,13135,0,62,65,54,61,63,58,65,68,63,54,54,58,55,37,46,59,55,57,64,65,56,59,81,75,59,62,56,65,47,58,59,55,59,72,62,65,0,3,3,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12300,13135,0,62,84,62,46,65,25,50,83,84,55,63,62,60,69,58,53,52,57,37,42,65,69,76,51,53,63,42,17,38,23,25,32,53,70,48,27,0,3,3,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12301,13135,0,62,82,60,53,65,26,59,79,84,57,61,65,59,49,53,54,54,44,56,48,50,65,70,75,56,64,59,28,38,24,21,27,61,58,65,45,0,2,3,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12302,13135,0,62,63,39,54,59,58,67,65,62,52,51,28,23,28,38,56,58,28,58,49,47,59,56,58,54,62,59,58,42,58,63,61,56,69,69,62,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12303,13135,0,62,64,32,44,55,63,57,67,62,43,33,27,31,34,40,38,51,42,50,33,38,58,55,65,56,52,44,61,52,65,65,66,57,59,54,63,0,3,2,0,0,0,0,19,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12304,13135,0,62,62,60,58,61,20,60,15,27,8,6,44,6,5,18,35,14,14,29,24,14,14,25,46,60,13,25,9,13,5,13,10,50,25,49,19,0,2,1,0,0,0,0,24,0,0,0,0,0,62,60,58,60,61
12305,13135,0,62,66,64,62,63,37,48,66,66,61,64,64,65,68,68,59,63,56,64,57,69,63,68,72,49,63,51,40,63,38,28,28,59,54,47,42,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12306,13135,0,62,63,60,59,65,26,60,24,29,8,8,44,6,6,10,28,12,14,22,15,13,9,28,22,57,12,38,13,13,16,14,12,54,26,64,24,0,2,1,0,0,0,0,21,0,0,0,0,0,63,60,59,60,65
12307,13135,0,62,71,60,59,63,30,63,70,72,53,63,59,60,48,56,55,59,52,63,56,54,65,62,57,51,64,54,28,51,23,32,27,68,57,72,45,0,3,3,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12308,13135,0,62,65,56,59,63,23,40,64,66,60,55,57,58,39,61,66,60,37,61,55,37,67,60,61,50,64,50,20,36,15,27,28,36,54,38,27,0,3,3,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12309,13135,0,62,61,37,50,55,63,65,59,63,32,36,42,35,31,37,47,50,35,54,50,46,54,55,56,60,55,55,63,60,64,63,61,67,61,68,64,0,2,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12310,13135,0,62,78,27,51,60,56,52,80,77,51,23,26,30,25,41,50,64,30,51,37,57,61,77,70,59,54,42,57,46,55,57,60,55,63,46,51,0,3,2,0,0,0,0,19,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12311,13135,0,62,58,62,63,59,33,63,31,35,18,16,47,18,11,14,46,20,14,42,48,15,14,37,62,65,22,58,18,12,29,23,18,39,21,36,14,0,3,1,0,0,0,0,35,0,0,0,0,0,58,62,63,63,59
12312,13135,0,62,73,57,56,61,36,78,72,74,60,56,64,53,45,59,64,54,29,64,46,33,61,65,53,57,63,55,28,60,30,40,35,84,68,88,62,0,3,3,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12313,13135,0,62,69,42,64,63,50,58,70,68,64,40,46,38,42,46,69,65,38,66,60,68,60,80,62,53,65,60,50,34,50,54,51,51,60,59,55,0,3,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12314,13135,0,62,71,61,56,63,38,59,68,74,62,64,61,55,64,55,55,61,41,59,56,42,63,69,62,62,62,56,32,56,30,43,38,62,71,56,51,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12315,13135,0,62,73,54,57,67,37,54,72,73,63,56,53,50,51,50,63,54,43,58,53,58,65,84,87,59,64,62,36,51,32,40,34,59,59,51,55,0,3,3,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12316,13135,0,62,61,64,46,64,22,54,67,56,65,66,61,63,55,65,50,43,38,50,36,52,67,57,59,60,66,55,13,59,19,19,21,66,48,60,45,0,3,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12317,13135,0,62,56,49,58,61,56,56,57,55,54,46,49,59,46,43,63,39,47,68,62,45,59,73,69,66,57,64,58,50,59,55,53,45,77,44,63,0,3,2,0,0,0,0,19,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12318,13135,0,62,76,44,54,67,55,48,81,71,54,44,47,40,37,38,56,49,42,59,51,50,67,84,77,59,63,55,56,39,54,61,57,44,76,31,58,0,3,3,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12319,13135,0,62,70,52,57,59,57,70,68,71,58,52,55,51,46,48,56,55,47,60,57,53,56,67,69,60,60,54,59,42,58,59,55,57,77,68,70,0,3,2,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12320,13135,0,62,64,56,55,65,43,60,44,42,12,18,41,20,17,30,36,18,17,30,19,18,14,30,53,62,27,55,19,13,14,17,17,60,30,65,21,0,1,1,0,0,0,0,31,0,0,0,0,0,64,56,55,60,65
12321,13135,0,62,81,56,56,63,28,39,83,79,58,58,57,52,48,58,50,61,52,60,51,57,60,84,80,50,62,54,26,46,22,28,30,51,50,35,34,0,3,3,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12322,13135,0,62,76,28,49,52,62,68,77,75,49,26,25,29,27,36,48,49,27,53,56,29,52,56,55,54,48,53,63,63,64,61,56,80,64,73,57,0,3,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12323,13135,0,62,84,57,51,67,28,43,83,84,52,58,64,50,55,55,50,58,43,52,46,51,68,83,69,49,67,49,22,43,27,28,29,50,52,43,32,0,4,3,0,0,0,0,19,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12324,13135,0,62,64,32,44,49,61,72,66,62,30,31,40,27,30,38,30,38,29,56,50,35,43,55,58,58,52,48,59,60,60,62,61,82,69,74,69,0,3,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12325,13135,0,62,51,61,48,53,41,79,50,52,64,61,65,58,53,60,51,38,39,55,47,44,55,33,33,60,59,58,32,67,42,39,33,77,65,90,68,0,3,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12326,13135,0,62,72,45,53,57,57,68,73,72,47,41,54,49,37,42,50,55,31,56,53,55,55,59,68,55,57,53,57,56,57,58,55,79,78,66,60,0,4,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12327,13135,0,62,39,37,48,47,60,67,42,37,40,33,45,38,30,34,45,38,32,57,55,37,44,43,42,60,49,56,59,62,61,60,58,67,44,77,69,0,2,2,0,0,0,0,34,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12328,13135,0,62,61,59,59,63,37,61,37,36,5,9,44,8,9,17,33,13,14,15,21,14,8,38,46,58,16,37,13,10,9,12,12,47,20,48,26,0,2,1,0,0,0,0,22,0,0,0,0,0,61,59,59,61,63
12329,13135,0,62,69,63,45,57,31,59,70,69,64,66,62,60,54,68,41,38,40,54,40,40,55,70,68,56,56,48,21,60,37,23,25,70,62,67,34,0,3,2,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12330,13135,0,62,65,49,57,61,56,63,69,62,61,48,50,53,44,36,61,46,40,64,61,46,61,58,64,60,64,53,60,54,56,56,52,64,74,63,50,0,2,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12331,13135,0,62,33,27,37,35,63,74,34,33,21,23,33,30,31,34,26,30,51,48,32,27,31,49,47,49,29,43,51,58,68,67,64,65,61,83,71,0,3,2,0,0,0,0,35,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12332,13135,0,62,64,56,62,68,42,59,40,44,15,18,47,17,18,21,21,15,20,31,23,20,13,37,58,58,18,28,19,19,20,17,19,57,31,57,27,0,2,1,0,0,0,0,27,0,0,0,0,0,64,56,62,59,68
12333,13135,0,62,80,56,58,63,57,74,79,81,63,60,59,47,44,44,61,53,34,63,61,46,63,63,77,55,64,60,58,52,55,59,55,77,78,76,65,0,4,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12334,13135,0,62,69,60,57,64,25,52,68,69,57,60,66,59,50,57,60,65,46,56,50,52,65,67,64,59,64,53,18,47,22,25,28,59,48,62,30,0,3,3,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12335,13135,0,62,90,61,52,58,44,76,91,90,59,63,65,59,49,54,51,58,52,50,48,53,56,80,75,58,53,51,46,54,35,48,49,82,78,77,70,0,3,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12336,13135,0,62,70,58,54,66,32,44,68,71,64,59,70,49,44,54,54,54,39,59,50,50,72,58,61,45,67,53,28,40,27,35,33,47,34,50,40,0,3,3,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12337,13135,0,62,80,58,56,67,41,53,80,80,50,55,70,52,64,54,57,57,42,57,50,65,65,83,78,65,62,71,40,36,46,40,31,57,59,56,38,0,2,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12338,13135,0,62,63,61,62,64,25,61,22,29,6,8,47,9,9,10,40,11,14,24,25,13,10,23,24,53,16,33,8,12,6,14,12,36,23,35,19,0,3,1,0,0,0,0,24,0,0,0,0,0,63,61,62,61,64
12339,13135,0,62,72,33,52,58,57,59,72,72,55,31,31,35,36,35,44,58,39,57,51,42,57,64,71,60,58,48,59,38,58,61,58,54,69,58,52,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12340,13135,0,62,73,48,56,61,57,65,75,71,51,41,61,53,38,49,58,54,54,57,56,57,57,76,83,56,60,57,61,53,56,58,57,75,73,62,62,0,4,2,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12341,13135,0,62,61,30,51,47,62,73,63,60,37,29,30,30,28,39,54,39,32,62,52,30,44,50,55,60,48,44,62,62,62,63,62,75,72,76,64,0,3,2,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12342,13135,0,62,71,50,56,60,56,70,73,70,57,49,54,45,45,55,54,60,55,55,53,58,58,75,73,58,57,55,57,54,56,56,57,68,73,66,75,0,3,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12343,13135,0,62,62,50,63,65,60,72,71,55,63,48,57,46,52,42,66,58,45,68,60,54,62,75,73,66,66,61,64,55,59,59,58,73,75,73,65,0,4,2,0,0,0,0,36,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12344,13135,0,62,70,51,56,56,57,66,71,69,57,51,51,48,52,47,57,59,36,57,57,48,55,61,68,55,54,55,57,59,54,59,59,70,76,65,55,0,3,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12345,13135,0,62,65,58,61,63,49,59,45,55,9,12,46,14,15,22,15,19,13,35,34,17,17,43,51,60,26,47,18,12,10,10,14,59,25,60,37,0,2,1,0,0,0,0,31,0,0,0,0,0,65,58,61,59,63
12346,13135,0,62,72,42,57,61,57,55,73,71,46,41,46,40,40,49,54,57,42,60,58,51,58,72,72,59,62,60,58,51,56,60,58,62,60,55,48,0,3,2,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12347,13135,0,62,59,27,37,43,64,65,57,61,22,22,39,25,31,36,26,30,29,47,44,29,38,45,49,63,40,68,64,46,67,67,65,57,62,69,63,0,2,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12348,13135,0,62,67,61,52,58,30,73,66,68,61,62,63,56,58,58,57,46,40,59,45,45,57,56,60,61,59,58,23,60,28,29,25,73,67,75,73,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12349,13135,0,62,54,63,52,60,25,63,40,66,62,63,67,61,62,66,48,58,59,60,35,38,60,61,38,56,64,61,21,66,12,28,19,66,47,74,54,0,3,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12350,13135,0,62,59,36,48,49,62,67,55,62,44,45,29,20,33,47,33,29,44,62,60,45,42,55,60,60,55,45,63,55,60,65,60,66,65,72,58,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12351,13135,0,62,65,56,61,61,58,56,62,68,56,55,47,64,67,50,67,62,51,59,56,71,57,74,63,67,63,43,64,43,54,59,66,46,69,50,57,0,2,3,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12352,13135,0,62,58,43,53,54,59,75,55,61,39,38,57,46,32,44,50,50,35,58,56,45,52,55,54,57,55,61,62,58,57,60,59,72,67,82,70,0,3,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12353,13135,0,62,75,61,46,61,34,59,76,75,63,63,62,56,56,57,42,39,34,55,41,47,60,73,66,58,58,58,38,58,31,29,27,72,66,63,35,0,3,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12354,13135,0,62,57,51,59,60,60,65,51,62,57,48,61,49,42,50,59,54,41,65,62,48,59,58,49,55,64,59,60,60,56,65,60,65,55,70,64,0,2,2,0,0,0,0,18,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
12355,13135,0,62,69,61,47,61,20,72,66,71,53,65,61,55,56,63,47,46,49,54,31,49,63,59,47,56,62,50,15,60,13,19,17,80,58,88,49,0,3,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
